Sample,Site,Treatment Group,Data Type,Treatment ,neoxanthin,violaxanthin,antheraxanthin,lutein,zeaxanthin,chlorophyll b,chlorophyll a,beta-carotene.sum,beta-tocopherol,alpha-tocopherol,V+A+Z,total carotenoids,total chlorophylls,total tocopherols
19B,19,B,sample,UV Transmitted,4.525870486,1.387311438,1.69845791,18.66988005,6.429416302,12.58456987,43.30556537,11.39892856,15.0568576,84.9431424,9.51518565,44.10986475,55.89013525,84.9431424
19B-2,19,B,sample,UV Transmitted,4.401234707,1.172474565,1.509607456,17.07942554,6.17311468,14.00014073,46.91072167,8.75328065,14.77882179,85.22117821,8.855196701,39.0891376,60.9108624,85.22117821
19B-3,19,B,sample,UV Transmitted,3.96330809,1.063599474,1.230322353,18.96491019,6.379692456,13.17966738,46.11710172,9.10139834,15.37157803,84.62842197,8.673614283,40.7032309,59.2967691,84.62842197
19B-mean,19,B,mean,UV Transmitted,4.296804428,1.207795159,1.479462573,18.23807193,6.327407813,13.25479266,45.44446292,9.751202518,15.06908581,84.93091419,9.014665545,41.30074442,58.69925558,84.93091419
19B-dev,19,B,dev,UV Transmitted,0.241244516,0.134494156,0.192300564,0.828092902,0.110974151,0.580340744,1.546742856,1.173753899,0.242146151,0.242146151,0.361601369,2.092795911,2.092795911,0.242146151
19C-2 (outlier),19,C,sample,Site Reference,4.455311518,0.761679036,1.580752406,18.92756282,7.960478702,11.57934307,42.56394746,12.17092499,17.94648811,82.05351189,10.30291014,45.85670947,54.14329053,82.05351189
19C-3,19,C,sample,Site Reference,3.954443053,0.640392022,1.489938014,18.37062929,6.799517918,11.49839365,42.67871499,14.56797106,14.89571058,85.10428942,8.929847954,45.82289136,54.17710864,85.10428942
19C-4,19,C,sample,Site Reference,3.760558684,0.607721695,1.546818296,18.43585712,6.315380828,12.40039333,42.58104283,14.35222721,15.36612384,84.63387616,8.469920819,45.01856384,54.98143616,84.63387616
19C-5,19,C,sample,Site Reference,3.483134546,0.471783022,1.545899404,18.103499,6.286820545,12.07075652,41.80450373,16.23360323,15.25223241,84.74776759,8.304502971,46.12473975,53.87526025,84.74776759
19C-mean,19,C,mean,Site Reference,3.732712094,0.573298913,1.527551904,18.30332847,6.467239764,11.98984783,42.35475385,15.05126717,15.17135561,84.82864439,8.568090581,45.65539832,54.34460168,84.82864439
19C-dev,19,C,dev,Site Reference,0.19341579,0.073011162,0.026599683,0.14378811,0.235245264,0.372657593,0.391123475,0.84066453,0.200379558,0.200379558,0.264565132,0.466866667,0.466866667,0.200379558
20A,20,A,sample,UV Filtered,4.585375574,1.262166785,2.121218336,24.55323182,8.451103945,12.03036898,36.84418106,10.15235349,29.96410757,70.03589243,11.83448907,51.12544995,48.87455005,70.03589243
20A-2,20,A,sample,UV Filtered,4.43838154,1.183999039,1.527326102,22.15431919,6.807332882,10.74146334,41.51761264,11.62956527,24.99957701,75.00042299,9.518658023,47.74092402,52.25907598,75.00042299
20A-3,20,A,sample,UV Filtered,4.597267138,1.061845104,1.380145576,20.72879555,6.590250408,14.03685536,45.16603654,6.438804332,28.7902832,71.2097168,9.032241089,40.79710811,59.20289189,71.2097168
20A-mean,20,A,mean,UV Filtered,4.540341417,1.169336976,1.676230005,22.47878219,7.282895745,12.26956256,41.17594341,9.406907697,27.91798926,72.08201074,10.12846273,46.55449403,53.44550597,72.08201074
20A-dev,20,A,dev,UV Filtered,0.072259785,0.082435535,0.320339911,1.578086473,0.83078838,1.355928294,3.405962715,2.18369211,2.118539351,2.118539351,1.222577813,4.299176156,4.299176156,2.118539351
20B,20,B,sample,UV Transmitted,4.551347017,0.943519464,1.157479664,25.56854003,7.493850106,12.47173208,34.5390094,13.27452224,23.11277295,76.88722705,9.594849234,52.98925852,47.01074148,76.88722705
20B-2,20,B,sample,UV Transmitted,4.344979161,1.045787678,1.350381991,20.39321348,5.668255514,13.97958541,46.01297856,7.204818201,25.96893184,74.03106816,8.064425183,40.00743603,59.99256397,74.03106816
20B-3,20,B,sample,UV Transmitted,4.697924645,1.061978206,1.665219474,20.72673684,6.774036162,13.87191171,42.75767392,8.44451905,25.52561162,74.47438838,9.501233843,43.37041437,56.62958563,74.47438838
20B-mean,20,B,mean,UV Transmitted,4.531416941,1.017095116,1.391027043,22.22949678,6.645380594,13.4410764,41.10322063,9.641286498,24.86910547,75.13089453,9.053502754,45.45570297,54.54429703,75.13089453
20B-dev,20,B,dev,UV Transmitted,0.144776919,0.052444038,0.209266885,2.364982989,0.750827586,0.686838025,4.828105486,2.618462147,1.255032838,1.255032838,0.700426913,5.501105963,5.501105963,1.255032838
20C,20,C,sample,Site Reference,4.388478286,0.632159307,1.83539516,24.8879604,8.674315825,10.02416032,39.67805943,9.879471271,28.52249019,71.47750981,11.14187029,50.29778025,49.70221975,71.47750981
20C-2,20,C,sample,Site Reference,4.202023193,0.979527509,1.551580861,23.06689609,7.850780697,11.64174164,41.06967566,9.637774347,24.28991149,75.71008851,10.38188907,47.2885827,52.7114173,75.71008851
20C-3,20,C,sample,Site Reference,5.212727042,0.788502005,1.501514158,18.86601315,7.275450699,9.638290584,46.47955093,10.23795143,26.00315664,73.99684336,9.565466862,43.88215848,56.11784152,73.99684336
20C-mean,20,C,mean,Site Reference,4.601076174,0.80006294,1.629496726,22.27362321,7.933515741,10.43473085,42.40909534,9.918399016,26.27185277,73.72814723,10.36307541,47.15617381,52.84382619,73.72814723
20C-dev,20,C,dev,Site Reference,0.439149909,0.142047899,0.147019936,2.521629575,0.574073007,0.867901746,2.93378089,0.246562581,1.73835724,1.73835724,0.643701488,2.620839529,2.620839529,1.73835724
SW-control-1,L1,W,sample,Lab Control,4.408018602,3.383988538,1.869924236,17.95559224,1.618574909,19.1019101,42.2343642,9.427627174,10.97269577,89.02730423,6.872487683,38.6637257,61.3362743,89.02730423
SW-control-2,L1,W,sample,Lab Control,4.77739112,3.62351101,1.807403974,18.00913028,1.463035638,18.42444508,41.50624865,10.38883424,10.00725715,89.99274285,6.893950623,40.06930626,59.93069374,89.99274285
SW-control-3,L1,W,sample,Lab Control,4.379018768,3.831251158,1.8045722,18.55512978,1.802618233,18.44300888,41.69278003,9.491620964,11.20439478,88.79560522,7.438441591,39.8642111,60.1357889,88.79560522
SWcontrol-mean,L1,W,mean,Lab Control,4.521476164,3.612916902,1.827300137,18.1732841,1.62807626,18.65645469,41.81113096,9.769360793,10.7281159,89.2718841,7.068293299,39.53241435,60.46758565,89.2718841
SWcontrol-dev,L1,W,dev,Lab Control,0.181346072,0.182747803,0.030161953,0.270888873,0.138796713,0.315075702,0.308807677,0.438812273,0.518426534,0.518426534,0.261880995,0.619936014,0.619936014,0.518426534
SW-control2-1,L2,W,sample,Lab Control,5.522719423,4.852881107,1.308154831,16.9869928,1.38234514,19.53240511,43.66765041,6.746851172,9.204462638,90.79553736,7.543381078,36.79994447,63.20005553,90.79553736
SW-control2-2,L2,W,sample,Lab Control,4.777313682,4.157468292,0.987082833,16.91710875,1.07029314,18.93407071,45.37912519,7.777537404,6.453882829,93.54611717,6.214844264,35.6868041,64.3131959,93.54611717
SW-control2-3,L2,W,sample,Lab Control,4.921527867,4.750742747,1.141716122,16.84791517,1.186249053,18.63903624,45.69782662,6.814986178,8.892138493,91.10786151,7.078707922,35.66313714,64.33686286,91.10786151
SWcontrol2-mean,L2,W,mean,Lab Control,5.073853657,4.587030715,1.145651262,16.91733891,1.212962444,19.03517069,44.91486741,7.113124918,8.183494653,91.81650535,6.945644421,36.0499619,63.9500381,91.81650535
SWcontrol2-dev,L2,W,dev,Lab Control,0.322810356,0.306595247,0.131106626,0.056778438,0.128787465,0.371656551,0.891461467,0.470633303,1.229648836,1.229648836,0.550473698,0.530405772,0.530405772,1.229648836
SD-control-1,L3,D,sample,Lab Control,4.779846575,5.659812594,1.619720049,20.24185984,1.456447457,17.08202523,38.52555229,10.63473597,14.94609602,85.05390398,8.7359801,44.39242249,55.60757751,85.05390398
SD-control-2,L3,D,sample,Lab Control,4.93837949,3.984120957,1.517086069,18.45474735,2.067066564,19.08626724,41.82396699,8.128365337,12.42988635,87.57011365,7.568273589,39.08976577,60.91023423,87.57011365
SD-control-3,L3,D,sample,Lab Control,4.806584139,5.526508784,1.714594796,16.75592721,1.914299332,18.37166471,44.52960897,6.380812063,15.34852058,84.65147942,9.155402912,37.09872633,62.90127367,84.65147942
SD-control-mean,L3,D,mean,Lab Control,4.841603401,5.056814112,1.617133638,18.48417813,1.812604451,18.17998572,41.62637608,8.381304458,14.24150098,85.75849902,8.4865522,40.19363819,59.80636181,85.75849902
SD-control-dev,L3,D,dev,Lab Control,0.069296141,0.760458384,0.080653339,1.423278187,0.259448531,0.829378134,2.455124678,1.745842835,1.291497084,1.291497084,0.671518468,3.078246434,3.078246434,1.291497084
